hour,day_of_week,month,is_weekend,is_peak_hour,holiday,temp,rain_1h,snow_1h,clouds_all,traffic_volume
18,5,5,1,1,0,292.93,0.0,0.0,40,4401
19,5,5,1,0,0,291.78,0.0,0.0,40,3795
20,5,5,1,0,0,289.97,0.0,0.0,75,3436
21,5,5,1,0,0,287.58,0.0,0.0,40,3242
22,5,5,1,0,0,284.66,0.0,0.0,40,3240
23,5,5,1,0,0,281.84,0.0,0.0,1,2215
0,6,5,1,0,0,281.44,0.0,0.0,20,1620
1,6,5,1,0,0,280.58,0.0,0.0,1,890
2,6,5,1,0,0,279.98,0.0,0.0,1,630
3,6,5,1,0,0,279.63,0.0,0.0,1,420
4,6,5,1,0,0,279.25,0.0,0.0,1,367
5,6,5,1,0,0,279.14,0.0,0.0,40,599
6,6,5,1,0,0,278.94,0.0,0.0,40,1037
7,6,5,1,1,0,280.23,0.0,0.0,40,1623
8,6,5,1,1,0,284.5,0.0,0.0,75,2097
9,6,5,1,1,0,288.13,0.0,0.0,75,3104
10,6,5,1,0,0,290.51,0.0,0.0,75,3857
11,6,5,1,0,0,292.45,0.0,0.0,40,4045
12,6,5,1,0,0,293.99,0.0,0.0,40,4294
13,6,5,1,0,0,294.58,0.0,0.0,40,4752
14,6,5,1,0,0,295.16,0.0,0.0,40,4772
15,6,5,1,0,0,295.81,0.0,0.0,40,4846
16,6,5,1,1,0,295.89,0.0,0.0,1,4891
17,6,5,1,1,0,295.46,0.0,0.0,1,4420
18,6,5,1,1,0,295.17,0.0,0.0,20,4276
19,6,5,1,0,0,294.32,0.0,0.0,40,4046
20,6,5,1,0,0,292.45,0.0,0.0,40,3536
21,6,5,1,0,0,289.58,0.0,0.0,20,2701
22,6,5,1,0,0,288.13,0.0,0.0,1,1871
23,6,5,1,0,0,286.74,0.0,0.0,1,1144
0,0,5,0,0,0,286.19,0.0,0.0,1,596
1,0,5,0,0,0,286.07,0.0,0.0,1,351
2,0,5,0,0,0,285.3,0.0,0.0,1,264
3,0,5,0,0,0,285.24,0.0,0.0,1,304
4,0,5,0,0,0,284.88,0.0,0.0,1,854
5,0,5,0,0,0,284.39,0.0,0.0,1,2781
6,0,5,0,0,0,284.4,0.0,0.0,20,5902
7,0,5,0,1,0,284.79,0.0,0.0,90,6876
8,0,5,0,1,0,286.49,0.0,0.0,75,5932
9,0,5,0,1,0,288.86,0.0,0.0,75,4917
10,0,5,0,0,0,290.58,0.0,0.0,75,4439
11,0,5,0,0,0,291.69,0.0,0.0,75,4643
12,0,5,0,0,0,292.3,0.0,0.0,90,5019
13,0,5,0,0,0,289.69,2.03,0.0,90,4830
14,0,5,0,0,0,288.32,2.54,0.0,90,4915
15,0,5,0,0,0,287.25,0.51,0.0,90,5333
16,0,5,0,1,0,286.79,1.52,0.0,90,6334
17,0,5,0,1,0,286.86,1.02,0.0,90,5922
17,0,5,0,1,0,286.86,1.02,0.0,90,5922
18,0,5,0,1,0,287.18,0.0,0.0,90,4353
19,0,5,0,0,0,287.35,0.0,0.0,90,3083
19,0,5,0,0,0,287.35,0.0,0.0,90,3083
20,0,5,0,0,0,287.39,0.25,0.0,90,2650
20,0,5,0,0,0,287.39,0.25,0.0,90,2650
20,0,5,0,0,0,287.39,0.25,0.0,90,2650
21,0,5,0,0,0,286.66,0.25,0.0,90,2543
21,0,5,0,0,0,286.66,0.25,0.0,90,2543
22,0,5,0,0,0,285.6,0.81,0.0,90,1478
22,0,5,0,0,0,285.6,0.81,0.0,90,1478
23,0,5,0,0,0,285.04,2.2,0.0,90,891
23,0,5,0,0,0,285.04,2.2,0.0,90,891
23,0,5,0,0,0,285.04,2.2,0.0,90,891
0,1,5,0,0,0,284.8,1.19,0.0,90,525
0,1,5,0,0,0,284.8,1.19,0.0,90,525
1,1,5,0,0,0,284.83,0.51,0.0,90,343
1,1,5,0,0,0,284.83,0.51,0.0,90,343
2,1,5,0,0,0,284.71,1.44,0.0,90,213
2,1,5,0,0,0,284.71,1.44,0.0,90,213
2,1,5,0,0,0,284.71,1.44,0.0,90,213
3,1,5,0,0,0,283.85,1.52,0.0,90,300
3,1,5,0,0,0,283.85,1.52,0.0,90,300
3,1,5,0,0,0,283.85,1.52,0.0,90,300
4,1,5,0,0,0,283.33,1.55,0.0,90,828
4,1,5,0,0,0,283.33,1.55,0.0,90,828
5,1,5,0,0,0,282.34,0.94,0.0,90,2870
5,1,5,0,0,0,282.34,0.94,0.0,90,2870
6,1,5,0,0,0,282.16,1.02,0.0,90,5640
6,1,5,0,0,0,282.16,1.02,0.0,90,5640
7,1,5,0,1,0,282.06,0.76,0.0,90,6239
7,1,5,0,1,0,282.06,0.76,0.0,90,6239
7,1,5,0,1,0,282.06,0.76,0.0,90,6239
8,1,5,0,1,0,282.16,0.42,0.0,90,5878
8,1,5,0,1,0,282.16,0.42,0.0,90,5878
8,1,5,0,1,0,282.16,0.42,0.0,90,5878
9,1,5,0,1,0,282.42,0.38,0.0,90,5420
9,1,5,0,1,0,282.42,0.38,0.0,90,5420
9,1,5,0,1,0,282.42,0.38,0.0,90,5420
10,1,5,0,0,0,283.14,0.51,0.0,90,4454
10,1,5,0,0,0,283.14,0.51,0.0,90,4454
10,1,5,0,0,0,283.14,0.51,0.0,90,4454
11,1,5,0,0,0,283.65,0.0,0.0,90,4894
11,1,5,0,0,0,283.65,0.0,0.0,90,4894
12,1,5,0,0,0,284.18,0.25,0.0,90,4888
12,1,5,0,0,0,284.18,0.25,0.0,90,4888
12,1,5,0,0,0,284.18,0.25,0.0,90,4888
13,1,5,0,0,0,284.79,0.0,0.0,90,4983
13,1,5,0,0,0,284.79,0.0,0.0,90,4983
14,1,5,0,0,0,285.43,0.0,0.0,90,5220
14,1,5,0,0,0,285.43,0.0,0.0,90,5220
15,1,5,0,0,0,285.79,0.0,0.0,90,5772
16,1,5,0,1,0,286.19,0.0,0.0,90,6620
17,1,5,0,1,0,286.3,0.0,0.0,90,6312
18,1,5,0,1,0,286.19,0.0,0.0,90,4673
19,1,5,0,0,0,285.55,0.0,0.0,90,3313
20,1,5,0,0,0,284.91,0.0,0.0,90,2662
21,1,5,0,0,0,284.27,0.0,0.0,90,2336
22,1,5,0,0,0,284.02,0.0,0.0,90,1633
23,1,5,0,0,0,283.65,0.0,0.0,90,1022
0,2,5,0,0,0,283.41,0.0,0.0,90,523
1,2,5,0,0,0,283.11,0.0,0.0,90,351
2,2,5,0,0,0,283.09,0.0,0.0,90,263
3,2,5,0,0,0,283.04,0.0,0.0,90,306
4,2,5,0,0,0,282.97,0.0,0.0,90,870
4,2,5,0,0,0,282.97,0.0,0.0,90,870
5,2,5,0,0,0,282.78,0.0,0.0,90,2867
6,2,5,0,0,0,282.65,0.0,0.0,90,5898
7,2,5,0,1,0,282.43,0.0,0.0,90,6929
8,2,5,0,1,0,283.22,0.0,0.0,90,6087
8,2,5,0,1,0,283.22,0.0,0.0,90,6087
8,2,5,0,1,0,283.22,0.0,0.0,90,6087
8,2,5,0,1,0,283.22,0.0,0.0,90,6087
9,2,5,0,1,0,283.6,0.0,0.0,90,5127
10,2,5,0,0,0,284.19,0.0,0.0,90,4786
11,2,5,0,0,0,284.59,0.0,0.0,90,4918
12,2,5,0,0,0,284.71,0.51,0.0,90,4925
12,2,5,0,0,0,284.71,0.51,0.0,90,4925
13,2,5,0,0,0,285.06,0.59,0.0,90,4966
13,2,5,0,0,0,285.06,0.59,0.0,90,4966
14,2,5,0,0,0,285.54,0.0,0.0,90,5329
14,2,5,0,0,0,285.54,0.0,0.0,90,5329
14,2,5,0,0,0,285.54,0.0,0.0,90,5329
15,2,5,0,0,0,285.62,0.0,0.0,90,5660
15,2,5,0,0,0,285.62,0.0,0.0,90,5660
16,2,5,0,1,0,285.75,1.02,0.0,90,6321
16,2,5,0,1,0,285.75,1.02,0.0,90,6321
16,2,5,0,1,0,285.75,1.02,0.0,90,6321
17,2,5,0,1,0,285.73,0.85,0.0,90,5786
17,2,5,0,1,0,285.73,0.85,0.0,90,5786
17,2,5,0,1,0,285.73,0.85,0.0,90,5786
18,2,5,0,1,0,285.74,0.51,0.0,90,4413
18,2,5,0,1,0,285.74,0.51,0.0,90,4413
18,2,5,0,1,0,285.74,0.51,0.0,90,4413
19,2,5,0,0,0,285.91,0.7,0.0,90,3243
19,2,5,0,0,0,285.91,0.7,0.0,90,3243
19,2,5,0,0,0,285.91,0.7,0.0,90,3243
20,2,5,0,0,0,285.84,0.0,0.0,90,2749
20,2,5,0,0,0,285.84,0.0,0.0,90,2749
20,2,5,0,0,0,285.84,0.0,0.0,90,2749
21,2,5,0,0,0,285.18,0.0,0.0,90,2499
21,2,5,0,0,0,285.18,0.0,0.0,90,2499
21,2,5,0,0,0,285.18,0.0,0.0,90,2499
22,2,5,0,0,0,284.6,0.0,0.0,40,1798
22,2,5,0,0,0,284.6,0.0,0.0,40,1798
22,2,5,0,0,0,284.6,0.0,0.0,40,1798
23,2,5,0,0,0,284.12,0.0,0.0,75,1075
23,2,5,0,0,0,284.12,0.0,0.0,75,1075
0,3,5,0,0,0,284.32,0.0,0.0,90,573
0,3,5,0,0,0,284.32,0.0,0.0,90,573
1,3,5,0,0,0,284.44,0.0,0.0,90,356
1,3,5,0,0,0,284.44,0.0,0.0,90,356
2,3,5,0,0,0,284.1,0.0,0.0,90,278
2,3,5,0,0,0,284.1,0.0,0.0,90,278
3,3,5,0,0,0,283.4,0.0,0.0,40,317
3,3,5,0,0,0,283.4,0.0,0.0,40,317
4,3,5,0,0,0,282.7,0.0,0.0,1,916
5,3,5,0,0,0,281.81,0.0,0.0,1,2880
5,3,5,0,0,0,281.81,0.0,0.0,1,2880
6,3,5,0,0,0,281.28,0.25,0.0,1,6061
6,3,5,0,0,0,281.28,0.25,0.0,1,6061
7,3,5,0,1,0,281.96,0.0,0.0,40,6722
8,3,5,0,1,0,283.34,0.0,0.0,20,6268
9,3,5,0,1,0,284.77,0.0,0.0,20,5260
10,3,5,0,0,0,285.94,0.0,0.0,40,4721
11,3,5,0,0,0,286.56,0.0,0.0,90,4928
12,3,5,0,0,0,286.52,0.0,0.0,90,5172
13,3,5,0,0,0,286.16,0.0,0.0,90,5068
14,3,5,0,0,0,286.12,0.51,0.0,90,5429
15,3,5,0,0,0,285.91,0.0,0.0,90,5754
16,3,5,0,1,0,285.83,0.0,0.0,90,6655
17,3,5,0,1,0,285.84,0.0,0.0,90,6049
18,3,5,0,1,0,285.94,0.0,0.0,90,4609
19,3,5,0,0,0,285.86,0.0,0.0,90,3350
20,3,5,0,0,0,285.58,0.0,0.0,90,3199
21,3,5,0,0,0,285.01,0.0,0.0,90,2838
22,3,5,0,0,0,284.38,0.0,0.0,75,2442
23,3,5,0,0,0,284.05,0.0,0.0,40,1316
0,4,5,0,0,0,283.15,0.0,0.0,75,645
1,4,5,0,0,0,282.06,0.0,0.0,20,417
2,4,5,0,0,0,280.93,0.0,0.0,20,303
3,4,5,0,0,0,279.93,0.0,0.0,1,349
4,4,5,0,0,0,279.36,0.0,0.0,1,844
5,4,5,0,0,0,279.0,0.0,0.0,75,2676
6,4,5,0,0,0,279.61,0.0,0.0,75,5592
6,4,5,0,0,0,279.61,0.0,0.0,75,5592
7,4,5,0,1,0,279.16,0.76,0.0,90,6102
8,4,5,0,1,0,278.07,1.69,0.0,90,5340
8,4,5,0,1,0,278.07,1.69,0.0,90,5340
8,4,5,0,1,0,278.07,1.69,0.0,90,5340
9,4,5,0,1,0,277.99,1.69,0.0,90,5101
9,4,5,0,1,0,277.99,1.69,0.0,90,5101
10,4,5,0,0,0,278.35,0.98,0.0,90,4736
10,4,5,0,0,0,278.35,0.98,0.0,90,4736
10,4,5,0,0,0,278.35,0.98,0.0,90,4736
11,4,5,0,0,0,278.85,0.0,0.0,90,5115
11,4,5,0,0,0,278.85,0.0,0.0,90,5115
12,4,5,0,0,0,279.74,0.0,0.0,90,5454
12,4,5,0,0,0,279.74,0.0,0.0,90,5454
13,4,5,0,0,0,280.66,0.25,0.0,90,5368
14,4,5,0,0,0,281.04,0.0,0.0,90,5563
15,4,5,0,0,0,281.04,0.0,0.0,90,5830
16,4,5,0,1,0,280.89,0.0,0.0,90,6350
17,4,5,0,1,0,280.18,0.0,0.0,90,5419
18,4,5,0,1,0,279.56,0.0,0.0,90,4788
19,4,5,0,0,0,279.04,0.0,0.0,90,3865
20,4,5,0,0,0,278.37,0.0,0.0,90,3309
21,4,5,0,0,0,277.96,0.0,0.0,90,2983
22,4,5,0,0,0,277.63,0.0,0.0,75,2615
23,4,5,0,0,0,277.4,0.0,0.0,75,1873
0,5,5,1,0,0,277.26,0.0,0.0,90,1257
1,5,5,1,0,0,276.97,0.0,0.0,90,972
2,5,5,1,0,0,276.57,0.0,0.0,90,822
3,5,5,1,0,0,275.88,0.0,0.0,90,411
4,5,5,1,0,0,274.98,0.0,0.0,20,486
5,5,5,1,0,0,274.36,0.0,0.0,20,817
6,5,5,1,0,0,273.9,0.0,0.0,20,1162
7,5,5,1,1,0,274.24,0.0,0.0,20,1730
8,5,5,1,1,0,274.91,0.0,0.0,20,2748
9,5,5,1,1,0,275.68,0.0,0.0,75,3604
10,5,5,1,0,0,276.63,0.0,0.0,90,3547
11,5,5,1,0,0,277.46,0.0,0.0,75,4069
12,5,5,1,0,0,278.79,0.0,0.0,40,4480
13,5,5,1,0,0,279.8,0.0,0.0,40,4220
14,5,5,1,0,0,281.12,0.0,0.0,20,4355
15,5,5,1,0,0,282.08,0.0,0.0,40,4223
16,5,5,1,1,0,283.15,0.0,0.0,40,4407
17,5,5,1,1,0,283.77,0.0,0.0,40,4403
18,5,5,1,1,0,283.23,0.0,0.0,40,4031
19,5,5,1,0,0,282.71,0.0,0.0,40,3707
20,5,5,1,0,0,281.72,0.0,0.0,40,3154
21,5,5,1,0,0,279.92,0.0,0.0,20,3196
22,5,5,1,0,0,278.42,0.0,0.0,20,3427
23,5,5,1,0,0,276.67,0.0,0.0,20,2225
0,6,5,1,0,0,275.41,0.0,0.0,1,1687
1,6,5,1,0,0,274.0,0.0,0.0,1,972
2,6,5,1,0,0,273.29,0.0,0.0,1,822
3,6,5,1,0,0,273.21,0.0,0.0,1,411
4,6,5,1,0,0,273.04,0.0,0.0,1,486
5,6,5,1,0,0,273.37,0.0,0.0,20,698
6,6,5,1,0,0,273.55,0.0,0.0,20,960
7,6,5,1,1,0,274.99,0.0,0.0,1,1391
8,6,5,1,1,0,278.4,0.0,0.0,1,2002
9,6,5,1,1,0,281.49,0.0,0.0,1,2914
10,6,5,1,0,0,283.86,0.0,0.0,1,3644
11,6,5,1,0,0,285.69,0.0,0.0,20,3858
12,6,5,1,0,0,287.26,0.0,0.0,20,4142
13,6,5,1,0,0,288.25,0.0,0.0,40,4530
14,6,5,1,0,0,289.27,0.0,0.0,75,4765
15,6,5,1,0,0,289.85,0.0,0.0,75,4442
16,6,5,1,1,0,290.7,0.0,0.0,40,5040
17,6,5,1,1,0,290.85,0.0,0.0,40,4643
18,6,5,1,1,0,290.78,0.0,0.0,40,4032
19,6,5,1,0,0,290.51,0.0,0.0,40,3259
20,6,5,1,0,0,289.18,0.0,0.0,40,3078
21,6,5,1,0,0,287.08,0.0,0.0,75,2857
22,6,5,1,0,0,286.67,0.0,0.0,75,2162
23,6,5,1,0,0,286.28,0.0,0.0,75,1572
0,0,5,0,0,0,286.43,0.0,0.0,75,667
1,0,5,0,0,0,286.61,0.0,0.0,75,394
2,0,5,0,0,0,285.39,0.0,0.0,90,285
3,0,5,0,0,0,284.6,0.0,0.0,90,340
4,0,5,0,0,0,282.53,0.0,0.0,40,854
5,0,5,0,0,0,280.8,0.0,0.0,40,2855
6,0,5,0,0,0,280.24,0.0,0.0,40,5922
8,0,5,0,1,0,284.03,0.0,0.0,20,5853
9,0,5,0,1,0,285.77,0.0,0.0,20,4907
10,0,5,0,0,0,287.33,0.0,0.0,20,4389
11,0,5,0,0,0,288.76,0.0,0.0,20,4564
12,0,5,0,0,0,289.42,0.0,0.0,20,4837
13,0,5,0,0,0,289.58,0.0,0.0,20,4703
14,0,5,0,0,0,289.72,0.0,0.0,20,5165
15,0,5,0,0,0,290.73,0.0,0.0,40,5598
16,0,5,0,1,0,290.28,0.0,0.0,40,6144
17,0,5,0,1,0,290.19,0.0,0.0,40,5648
18,0,5,0,1,0,289.81,0.0,0.0,75,4297
19,0,5,0,0,0,289.34,0.0,0.0,40,3077
20,0,5,0,0,0,288.45,0.0,0.0,20,2764
21,0,5,0,0,0,286.12,0.0,0.0,20,2846
22,0,5,0,0,0,283.87,0.0,0.0,20,1806
23,0,5,0,0,0,282.64,0.0,0.0,20,1035
0,1,5,0,0,0,282.91,0.0,0.0,20,614
1,1,5,0,0,0,282.66,0.0,0.0,1,372
2,1,5,0,0,0,281.66,0.0,0.0,1,258
3,1,5,0,0,0,281.58,0.0,0.0,20,324
4,1,5,0,0,0,280.97,0.0,0.0,90,896
5,1,5,0,0,0,280.12,0.0,0.0,90,2956
6,1,5,0,0,0,279.19,0.0,0.0,40,6095
7,1,5,0,1,0,280.36,0.0,0.0,40,6807
8,1,5,0,1,0,282.73,0.0,0.0,75,6085
9,1,5,0,1,0,284.72,0.0,0.0,20,5177
10,1,5,0,0,0,286.16,0.0,0.0,20,4455
11,1,5,0,0,0,287.0,0.0,0.0,1,4777
12,1,5,0,0,0,288.42,0.0,0.0,20,4799
13,1,5,0,0,0,289.1,0.0,0.0,20,4945
14,1,5,0,0,0,289.98,0.0,0.0,20,5189
15,1,5,0,0,0,290.36,0.0,0.0,20,5817
16,1,5,0,1,0,290.42,0.0,0.0,20,6360
17,1,5,0,1,0,290.66,0.0,0.0,20,6032
18,1,5,0,1,0,290.24,0.0,0.0,20,4459
19,1,5,0,0,0,289.54,0.0,0.0,20,2631
20,1,5,0,0,0,288.64,0.0,0.0,20,2739
21,1,5,0,0,0,285.89,0.0,0.0,20,2438
22,1,5,0,0,0,282.84,0.0,0.0,20,1736
23,1,5,0,0,0,281.17,0.0,0.0,20,1115
0,2,5,0,0,0,280.01,0.0,0.0,1,588
1,2,5,0,0,0,279.16,0.0,0.0,1,333
2,2,5,0,0,0,278.29,0.0,0.0,1,302
3,2,5,0,0,0,277.58,0.0,0.0,1,360
4,2,5,0,0,0,277.01,0.0,0.0,1,905
5,2,5,0,0,0,276.82,0.0,0.0,1,2982
6,2,5,0,0,0,276.27,0.0,0.0,1,6045
7,2,5,0,1,0,278.16,0.0,0.0,1,6669
8,2,5,0,1,0,283.0,0.0,0.0,1,5742
9,2,5,0,1,0,286.94,0.0,0.0,1,5139
10,2,5,0,0,0,289.34,0.0,0.0,5,4572
11,2,5,0,0,0,290.69,0.0,0.0,1,4784
12,2,5,0,0,0,291.45,0.0,0.0,40,4940
13,2,5,0,0,0,291.56,0.0,0.0,20,4991
14,2,5,0,0,0,292.37,0.0,0.0,20,5494
15,2,5,0,0,0,292.78,0.0,0.0,20,5617
16,2,5,0,1,0,293.4,0.0,0.0,20,6472
17,2,5,0,1,0,293.4,0.0,0.0,20,6147
18,2,5,0,1,0,293.23,0.0,0.0,20,4201
19,2,5,0,0,0,292.55,0.0,0.0,1,2490
20,2,5,0,0,0,291.23,0.0,0.0,20,2617
21,2,5,0,0,0,287.7,0.0,0.0,40,2530
22,2,5,0,0,0,284.77,0.0,0.0,1,1765
23,2,5,0,0,0,283.23,0.0,0.0,75,1124
0,3,5,0,0,0,281.95,0.0,0.0,1,643
1,3,5,0,0,0,281.47,0.0,0.0,1,392
2,3,5,0,0,0,281.14,0.0,0.0,1,287
3,3,5,0,0,0,280.94,0.0,0.0,1,351
4,3,5,0,0,0,280.69,0.0,0.0,1,874
5,3,5,0,0,0,280.7,0.0,0.0,40,2925
6,3,5,0,0,0,280.53,0.0,0.0,40,6054
7,3,5,0,1,0,282.27,0.0,0.0,20,6845
8,3,5,0,1,0,285.82,0.0,0.0,20,5884
9,3,5,0,1,0,288.32,0.0,0.0,20,5008
10,3,5,0,0,0,291.01,0.0,0.0,20,4597
11,3,5,0,0,0,293.01,0.0,0.0,40,4932
12,3,5,0,0,0,294.44,0.0,0.0,40,5120
13,3,5,0,0,0,294.56,0.0,0.0,40,5005
14,3,5,0,0,0,295.13,0.0,0.0,75,5375
15,3,5,0,0,0,295.44,0.0,0.0,90,5666
16,3,5,0,1,0,295.62,0.0,0.0,75,6428
17,3,5,0,1,0,295.37,0.0,0.0,75,6063
18,3,5,0,1,0,295.55,0.0,0.0,75,4756
19,3,5,0,0,0,294.81,0.0,0.0,75,3028
20,3,5,0,0,0,293.2,0.0,0.0,1,2759
21,3,5,0,0,0,291.24,0.0,0.0,40,2680
22,3,5,0,0,0,289.28,0.0,0.0,40,2313
23,3,5,0,0,0,287.95,0.0,0.0,1,1395
0,4,5,0,0,0,287.85,0.0,0.0,40,750
1,4,5,0,0,0,287.0,0.0,0.0,20,450
2,4,5,0,0,0,285.55,0.0,0.0,20,330
3,4,5,0,0,0,284.78,0.0,0.0,20,376
4,4,5,0,0,0,283.91,0.0,0.0,20,850
5,4,5,0,0,0,283.33,0.0,0.0,20,2714
6,4,5,0,0,0,282.52,0.0,0.0,20,5661
7,4,5,0,1,0,284.17,0.0,0.0,20,6715
8,4,5,0,1,0,287.85,0.0,0.0,20,5415
9,4,5,0,1,0,290.31,0.0,0.0,75,5293
10,4,5,0,0,0,292.55,0.0,0.0,75,4608
11,4,5,0,0,0,294.56,0.0,0.0,20,5149
12,4,5,0,0,0,295.14,0.0,0.0,40,5252
13,4,5,0,0,0,295.48,0.0,0.0,75,5189
14,4,5,0,0,0,295.46,0.0,0.0,75,5426
15,4,5,0,0,0,295.67,0.0,0.0,75,5922
16,4,5,0,1,0,295.73,0.0,0.0,75,6126
17,4,5,0,1,0,295.69,0.0,0.0,75,5514
18,4,5,0,1,0,295.64,0.0,0.0,75,4756
19,4,5,0,0,0,295.14,0.0,0.0,75,3680
20,4,5,0,0,0,294.04,0.0,0.0,75,3223
21,4,5,0,0,0,290.54,0.0,0.0,75,3399
22,4,5,0,0,0,287.42,0.0,0.0,1,3133
23,4,5,0,0,0,286.51,0.0,0.0,68,2312
0,5,5,1,0,0,284.86,0.0,0.0,1,1689
1,5,5,1,0,0,284.36,0.0,0.0,75,1016
2,5,5,1,0,0,283.33,0.0,0.0,90,1081
3,5,5,1,0,0,282.92,0.3,0.0,75,875
4,5,5,1,0,0,281.64,0.0,0.0,1,946
5,5,5,1,0,0,281.5,0.0,0.0,1,1435
6,5,5,1,0,0,281.3,0.0,0.0,1,1718
7,5,5,1,1,0,282.72,0.0,0.0,1,2026
8,5,5,1,1,0,286.87,0.0,0.0,40,2763
9,5,5,1,1,0,290.82,0.0,0.0,1,3897
10,5,5,1,0,0,294.01,0.0,0.0,1,4194
11,5,5,1,0,0,296.55,0.0,0.0,1,4755
12,5,5,1,0,0,297.28,0.0,0.0,20,5117
13,5,5,1,0,0,298.02,0.0,0.0,20,4891
14,5,5,1,0,0,298.67,0.0,0.0,20,4569
15,5,5,1,0,0,298.74,0.0,0.0,1,4473
16,5,5,1,1,0,299.12,0.0,0.0,5,4523
17,5,5,1,1,0,299.05,0.0,0.0,1,4097
18,5,5,1,1,0,298.94,0.0,0.0,1,3895
19,5,5,1,0,0,298.66,0.0,0.0,1,3523
20,5,5,1,0,0,296.98,0.0,0.0,5,3345
21,5,5,1,0,0,291.32,0.0,0.0,1,3472
22,5,5,1,0,0,289.1,0.0,0.0,1,3370
23,5,5,1,0,0,287.05,0.0,0.0,1,2273
0,6,5,1,0,0,285.77,0.0,0.0,1,1719
1,6,5,1,0,0,285.39,0.0,0.0,1,1185
2,6,5,1,0,0,284.38,0.0,0.0,1,966
3,6,5,1,0,0,284.75,0.0,0.0,1,387
4,6,5,1,0,0,284.21,0.0,0.0,1,326
5,6,5,1,0,0,284.5,0.0,0.0,1,458
6,6,5,1,0,0,283.78,0.0,0.0,1,898
7,6,5,1,1,0,285.41,0.0,0.0,20,1210
8,6,5,1,1,0,289.62,0.0,0.0,20,1954
9,6,5,1,1,0,293.01,0.0,0.0,20,2844
10,6,5,1,0,0,295.82,0.0,0.0,20,3603
11,6,5,1,0,0,297.88,0.0,0.0,20,4348
12,6,5,1,0,0,299.27,0.0,0.0,20,4642
13,6,5,1,0,0,300.07,0.0,0.0,40,4691
14,6,5,1,0,0,301.08,0.0,0.0,75,4332
15,6,5,1,0,0,301.62,0.0,0.0,75,4263
16,6,5,1,1,0,301.66,0.0,0.0,75,4399
17,6,5,1,1,0,301.48,0.0,0.0,75,4093
18,6,5,1,1,0,300.92,0.0,0.0,75,3778
19,6,5,1,0,0,300.09,0.0,0.0,75,3442
20,6,5,1,0,0,298.73,0.0,0.0,75,3180
21,6,5,1,0,0,296.72,0.0,0.0,75,2624
22,6,5,1,0,0,295.52,0.0,0.0,1,1939
23,6,5,1,0,0,295.05,0.0,0.0,40,1166
0,0,5,0,0,0,294.57,0.0,0.0,40,775
1,0,5,0,0,0,293.97,0.0,0.0,20,457
2,0,5,0,0,0,293.49,0.0,0.0,20,349
3,0,5,0,0,0,293.17,0.0,0.0,20,339
4,0,5,0,0,0,292.78,0.0,0.0,40,896
5,0,5,0,0,0,292.53,0.0,0.0,75,2906
6,0,5,0,0,0,292.85,0.0,0.0,75,5918
7,0,5,0,1,0,292.95,0.0,0.0,75,6414
8,0,5,0,1,0,293.63,0.0,0.0,90,5791
9,0,5,0,1,0,294.72,0.0,0.0,90,4675
10,0,5,0,0,0,294.54,0.0,0.0,90,4326
11,0,5,0,0,0,295.25,0.0,0.0,90,4627
12,0,5,0,0,0,296.87,0.25,0.0,75,4754
13,0,5,0,0,0,298.96,0.0,0.0,75,4778
14,0,5,0,0,0,300.52,0.0,0.0,75,5328
15,0,5,0,0,0,299.67,0.0,0.0,90,5886
16,0,5,0,1,0,298.35,0.0,0.0,90,6653
17,0,5,0,1,0,296.85,0.0,0.0,90,6550
18,0,5,0,1,0,296.19,0.0,0.0,90,4828
18,0,5,0,1,0,296.19,0.0,0.0,90,4828
19,0,5,0,0,0,295.29,0.0,0.0,90,3201
19,0,5,0,0,0,295.29,0.0,0.0,90,3201
20,0,5,0,0,0,293.29,0.51,0.0,90,2482
20,0,5,0,0,0,293.29,0.51,0.0,90,2482
21,0,5,0,0,0,292.37,0.51,0.0,75,2293
21,0,5,0,0,0,292.37,0.51,0.0,75,2293
21,0,5,0,0,0,292.37,0.51,0.0,75,2293
22,0,5,0,0,0,291.35,0.0,0.0,40,1651
23,0,5,0,0,0,290.86,0.0,0.0,40,1186
0,1,5,0,0,0,290.59,0.51,0.0,90,657
1,1,5,0,0,0,290.8,0.0,0.0,40,432
2,1,5,0,0,0,290.77,0.0,0.0,90,314
3,1,5,0,0,0,291.18,0.0,0.0,90,346
4,1,5,0,0,0,291.03,0.0,0.0,40,877
5,1,5,0,0,0,290.99,0.0,0.0,40,3058
5,1,5,0,0,0,290.99,0.0,0.0,40,3058
6,1,5,0,0,0,290.58,0.0,0.0,75,6167
6,1,5,0,0,0,290.58,0.0,0.0,75,6167
7,1,5,0,1,0,290.84,0.0,0.0,40,6409
8,1,5,0,1,0,292.43,0.0,0.0,40,5301
10,1,5,0,0,0,294.56,0.0,0.0,75,4652
10,1,5,0,0,0,294.88,0.0,0.0,75,4652
11,1,5,0,0,0,296.5,0.0,0.0,75,4621
12,1,5,0,0,0,297.59,0.0,0.0,75,4885
14,1,5,0,0,0,300.28,0.0,0.0,40,5398
14,1,5,0,0,0,300.18,0.0,0.0,40,5398
15,1,5,0,0,0,300.52,0.0,0.0,40,6062
16,1,5,0,1,0,301.03,0.0,0.0,40,6670
18,1,5,0,1,0,300.06,0.0,0.0,1,4611
18,1,5,0,1,0,299.88,0.0,0.0,75,4611
19,1,5,0,0,0,299.04,0.0,0.0,75,3456
